User,Artist,Plays
User 266,beck,869
User 266,the kooks,861
User 267,daft punk,21310
User 267,linkin park,4365
User 267,eminem,2810
User 267,rage against the machine,1601
User 267,ac/dc,1446
User 267,green day,1380
User 267,gorillaz,1103
User 267,jack johnson,1063
User 267,red hot chili peppers,1059
User 267,blink-182,927
User 267,nirvana,920
User 267,the offspring,905
User 267,depeche mode,777
User 267,moby,592
User 267,pink floyd,421
User 267,nightwish,417
User 268,nirvana,11855
User 268,system of a down,8007
User 268,the beatles,4436
User 268,the offspring,3086
User 268,led zeppelin,2326
User 268,radiohead,2258
User 268,the doors,2172
User 268,the cure,1461
User 268,the white stripes,1404
User 268,the strokes,1003
User 268,pink floyd,905
User 268,queens of the stone age,702
User 268,rammstein,479
User 268,green day,387
User 268,pixies,245
User 268,marilyn manson,165
User 268,the smashing pumpkins,162
User 268,muse,29
User 269,porcupine tree,9345
User 269,metallica,7414
User 269,nirvana,2646
User 269,tool,2608
User 269,the doors,2516
User 269,pink floyd,2129
User 269,koЯn,1629
User 269,depeche mode,1443
User 269,u2,1297
User 269,the cure,1179
User 269,tori amos,1123
User 269,nine inch nails,1100
User 269,pearl jam,1013
User 269,ac/dc,1012
User 269,placebo,923
User 269,the smashing pumpkins,726
User 269,megadeth,694
User 269,oasis,591
User 269,opeth,579
User 269,moby,565
User 269,led zeppelin,546
User 270,in flames,25317
User 270,koЯn,3052
User 270,slipknot,2106
User 270,red hot chili peppers,1684
User 270,sonata arctica,1300
User 270,system of a down,1239
User 270,rage against the machine,1075
User 270,linkin park,1018
User 270,paramore,882
User 270,nightwish,809
User 270,children of bodom,742
User 270,rammstein,682
User 270,dream theater,542
User 270,arctic monkeys,531
User 271,tom waits,26614
User 271,johnny cash,3959
User 271,pink floyd,2840
User 271,pearl jam,2276
User 271,bob dylan,1665
User 271,led zeppelin,898
User 271,r.e.m.,696
User 271,the doors,626
User 271,nirvana,576
User 271,the rolling stones,430
User 271,tool,397
User 272,the doors,4915
User 272,green day,4295
User 272,red hot chili peppers,4063
User 272,muse,3784
User 272,radiohead,2824
User 272,evanescence,2418
User 272,tom waits,2340
User 272,avril lavigne,2137
User 272,gorillaz,2130
User 272,coldplay,2093
User 272,led zeppelin,1893
User 272,linkin park,1842
User 272,foo fighters,1762
User 272,queens of the stone age,1612
User 272,rage against the machine,1200
User 272,my chemical romance,952
User 272,the kooks,702
User 273,the killers,5162
User 273,rise against,3335
User 273,avril lavigne,2987
User 273,death cab for cutie,2886
User 273,the shins,2463
User 273,modest mouse,2280
User 273,muse,2268
User 273,franz ferdinand,2240
User 273,elliott smith,2235
User 273,evanescence,2172
User 273,my chemical romance,2033
User 273,the beatles,1918
User 273,foo fighters,1906
User 273,arcade fire,1901
User 273,the kooks,1761
User 273,green day,1711
User 273,johnny cash,1697
User 274,nofx,17165
User 274,the offspring,3916
User 274,green day,3869
User 274,in flames,3231
User 274,metallica,2662
User 274,rage against the machine,1991
User 274,foo fighters,1983
User 274,nirvana,1824
User 274,blink-182,912
User 274,rammstein,851
User 274,nightwish,773
User 274,iron maiden,675
User 274,linkin park,669
User 274,the clash,416
User 275,avril lavigne,30890
User 275,evanescence,4638
User 275,rammstein,2660
User 275,kanye west,2512
User 276,nirvana,38638
User 276,megadeth,581
User 276,ramones,403
User 276,pink floyd,273
User 276,children of bodom,251
User 276,nofx,242
User 276,slipknot,130
User 276,marilyn manson,126
User 277,the beatles,10723
User 277,foo fighters,7950
User 277,green day,2822
User 277,ramones,2429
User 277,queen,2033
User 277,ac/dc,1834
User 277,pink floyd,1676
User 277,nirvana,1404
User 277,metallica,1222
User 277,nofx,1143
User 277,radiohead,1077
User 277,red hot chili peppers,1018
User 277,megadeth,832
User 277,led zeppelin,814
User 277,the offspring,662
User 277,bad religion,515
User 277,blink-182,494
User 277,iron maiden,475
User 277,the rolling stones,431
User 277,muse,383
User 277,the clash,314
User 277,r.e.m.,281
User 278,blink-182,16694
User 278,the offspring,5921
User 278,rage against the machine,2099
User 278,bad religion,1562
User 278,ramones,1459
User 278,linkin park,1387
User 278,nofx,1207
User 278,metallica,1096
User 278,green day,1012
User 278,evanescence,1009
User 278,nirvana,925
User 278,system of a down,893
User 278,paramore,806
User 278,the clash,764
User 278,marilyn manson,696
User 278,my chemical romance,676
User 278,queen,644
User 278,muse,598
User 278,avril lavigne,528
User 278,pink floyd,486
User 279,system of a down,3926
User 279,disturbed,3854
User 279,modest mouse,3845
User 279,red hot chili peppers,3350
User 279,coldplay,3111
User 279,death cab for cutie,3028
User 279,fall out boy,2390
User 279,bloc party,2330
User 279,radiohead,1981
User 279,linkin park,1876
User 279,eminem,1850
User 279,the prodigy,1787
User 279,paramore,1727
User 279,interpol,1598
User 279,nirvana,1423
User 279,my chemical romance,1205
User 279,nine inch nails,1136
User 280,the doors,7330
User 280,bob dylan,5428
User 280,radiohead,3513
User 280,ac/dc,3481
User 280,the beatles,2970
User 280,daft punk,2056
User 280,the rolling stones,1920
User 280,the smashing pumpkins,1769
User 280,marilyn manson,1547
User 280,rage against the machine,1531
User 280,the kooks,1480
User 280,the smiths,1235
User 280,the cure,1022
User 280,nine inch nails,835
User 280,the white stripes,818
User 280,coldplay,800
User 280,red hot chili peppers,766
User 280,the clash,677
User 280,pink floyd,625
User 280,gorillaz,555
User 281,the beatles,4821
User 281,depeche mode,3489
User 281,the doors,2366
User 281,muse,2325
User 281,a perfect circle,1794
User 281,coldplay,1732
User 281,porcupine tree,1687
User 281,björk,1484
User 281,arctic monkeys,1477
User 281,the killers,1462
User 281,daft punk,1368
User 281,radiohead,1346
User 281,tool,1345
User 281,the white stripes,1236
User 281,nine inch nails,1089
User 281,death cab for cutie,1080
User 281,u2,1004
User 281,moby,955
User 281,led zeppelin,933
User 281,nirvana,839
User 281,the smashing pumpkins,804
User 281,air,780
User 281,opeth,754
User 281,red hot chili peppers,741
User 281,the prodigy,591
User 281,pixies,524
User 281,foo fighters,498
User 281,marilyn manson,472
User 281,bloc party,447
User 281,sigur rós,445
User 281,system of a down,445
User 282,iron maiden,8184
User 282,the clash,7379
User 282,pink floyd,7377
User 282,bad religion,2872
User 282,queens of the stone age,2423
User 282,tool,1854
User 282,pearl jam,1612
User 282,system of a down,1423
User 282,red hot chili peppers,1355
User 282,the beatles,1002
User 282,metallica,870
User 282,nirvana,835
User 282,the rolling stones,790
User 282,rage against the machine,726
User 282,queen,671
User 282,the offspring,612
User 282,foo fighters,342
User 283,björk,8213
User 283,johnny cash,7961
User 283,madonna,6037
User 283,sufjan stevens,5569
User 283,the cure,3588
User 283,portishead,2488
User 283,sigur rós,2436
User 283,belle and sebastian,2276
User 283,air,1753
User 284,linkin park,34461
User 284,evanescence,1296
User 284,red hot chili peppers,971
User 284,rammstein,862
User 284,franz ferdinand,583
User 284,oasis,536
User 284,nirvana,436
User 284,blink-182,336
User 284,avril lavigne,253
User 284,slipknot,216
User 284,metallica,171
User 284,the rolling stones,51
User 284,nightwish,42
User 284,led zeppelin,39
User 284,foo fighters,26
User 284,britney spears,18
User 285,tori amos,22228
User 285,madonna,11790
User 285,britney spears,3620
User 285,björk,2636
User 286,kanye west,10755
User 286,ac/dc,6656
User 286,fall out boy,4145
User 286,avril lavigne,3615
User 286,linkin park,3256
User 286,metallica,2683
User 286,eminem,2667
User 286,red hot chili peppers,2192
User 286,paramore,2134
User 286,foo fighters,807
User 286,rammstein,675
User 286,marilyn manson,664
User 287,red hot chili peppers,8204
User 287,gorillaz,4692
User 287,pearl jam,4245
User 287,coldplay,3919
User 287,massive attack,2755
User 287,depeche mode,2743
User 287,moby,2636
User 287,placebo,1916
User 287,the smashing pumpkins,1759
User 287,kanye west,1650
User 287,foo fighters,1643
User 287,incubus,1045
User 287,jack johnson,893
User 287,air,767
User 287,the cure,703
User 287,the white stripes,666
User 288,marilyn manson,5321
User 288,opeth,4226
User 288,ac/dc,3843
User 288,slipknot,3616
User 288,placebo,3614
User 288,koЯn,3486
User 288,metallica,2814
User 288,linkin park,2492
User 288,system of a down,1889
User 288,a perfect circle,1626
User 288,disturbed,957
User 288,tool,754
User 288,nine inch nails,752
User 288,rammstein,720
User 288,megadeth,715
User 288,bad religion,712
User 288,red hot chili peppers,651
User 288,queen,642
User 288,beck,569
User 288,gorillaz,544
User 289,nofx,7201
User 289,system of a down,6893
User 289,the offspring,3643
User 289,red hot chili peppers,2535
User 289,megadeth,2464
User 289,pink floyd,2276
User 289,the clash,1861
User 289,the cure,1796
User 289,blink-182,1639
User 289,metallica,1490
User 289,the beatles,1261
User 289,bob dylan,1031
User 289,radiohead,933
User 289,iron maiden,921
User 289,ramones,851
User 289,the white stripes,698
User 289,queen,653
User 289,nightwish,542
User 289,the doors,416
User 289,the rolling stones,409
User 289,bad religion,401
User 290,boards of canada,12898
User 290,depeche mode,8216
User 290,led zeppelin,2194
User 290,radiohead,2168
User 290,placebo,1779
User 290,joy division,1568
User 290,rammstein,1426
User 290,queens of the stone age,1337
User 290,nirvana,1335
User 290,sigur rós,1293
User 290,muse,1291
User 290,nine inch nails,1260
User 290,the smashing pumpkins,1111
User 290,the cure,1040
User 290,porcupine tree,948
User 291,the beatles,10129
User 291,oasis,6219
User 291,red hot chili peppers,2800
User 291,the kooks,2756
User 291,incubus,2699
User 291,the doors,2186
User 291,the rolling stones,1993
User 291,queen,1806
User 291,u2,1659
User 291,nirvana,1184
User 291,bloc party,998
User 291,arctic monkeys,981
User 291,radiohead,919
User 291,linkin park,807
User 291,coldplay,787
User 291,kanye west,686
User 291,led zeppelin,602
User 291,jack johnson,598
User 292,david bowie,8985
User 292,pearl jam,4231
User 292,bloc party,2840
User 292,the beatles,2594
User 292,coldplay,2520
User 292,the cure,1991
User 292,the killers,1811
User 292,r.e.m.,1711
User 292,u2,1610
User 292,joy division,1530
User 292,depeche mode,1495
User 292,arctic monkeys,1186
User 292,the rolling stones,1149
User 292,muse,1016
User 292,amy winehouse,904
User 292,ac/dc,749
User 292,led zeppelin,624
User 292,kings of leon,605
User 292,ramones,575
User 292,green day,549
User 292,placebo,548
User 292,marilyn manson,518
User 293,nirvana,33318
User 293,the prodigy,1818
User 293,rammstein,1061
User 293,pearl jam,989
User 293,queens of the stone age,743
User 293,the doors,499
User 293,megadeth,284
User 293,metallica,280
User 293,eminem,272
User 293,led zeppelin,207
User 293,slipknot,171
User 293,red hot chili peppers,92
User 294,joy division,9134
User 294,the cure,7496
User 294,muse,5380
User 294,a perfect circle,3874
User 294,pixies,3705
User 294,elliott smith,3003
User 294,arcade fire,2610
User 294,the smiths,2492
User 294,portishead,2024
User 295,coldplay,34567
User 295,air,1412
User 295,franz ferdinand,663
User 295,the cure,613
User 295,u2,544
User 295,the beatles,477
User 295,the killers,402
User 295,avril lavigne,357
User 295,jack johnson,315
User 295,red hot chili peppers,300
User 296,ac/dc,38592
User 296,the offspring,274
User 296,the doors,203
User 296,metallica,178
User 296,nirvana,137
User 296,the rolling stones,122
User 296,queen,78
User 296,led zeppelin,32
User 296,the beatles,30
User 297,led zeppelin,8340
User 297,pink floyd,8130
User 297,the doors,7013
User 297,the beatles,5092
User 297,david bowie,4624
User 297,queen,2596
User 297,joy division,1154
User 297,the rolling stones,765
User 297,metallica,617
User 297,johnny cash,354
User 297,the clash,331
User 297,the offspring,297
User 297,bob dylan,265
User 298,the beatles,5516
User 298,david bowie,5453
User 298,depeche mode,4659
User 298,the rolling stones,4444
User 298,the clash,3050
User 298,led zeppelin,2703
User 298,pink floyd,2438
User 298,u2,2312
User 298,the cure,2170
User 298,red hot chili peppers,2064
User 298,coldplay,1746
User 298,the smashing pumpkins,1580
User 298,foo fighters,1431
User 299,nine inch nails,7756
User 299,opeth,4726
User 299,system of a down,4413
User 299,radiohead,4381
User 299,tom waits,3526
User 299,tool,3405
User 299,nofx,2333
User 299,muse,2264
User 299,queens of the stone age,1871
User 299,metallica,1821
User 299,porcupine tree,1667
User 299,björk,1377
User 300,metallica,11383
User 300,in flames,7160
User 300,system of a down,6324
User 300,disturbed,4112
User 300,linkin park,2356
User 300,rage against the machine,2283
User 300,dream theater,1435
User 300,red hot chili peppers,874
User 300,nine inch nails,829
User 300,opeth,591
User 300,franz ferdinand,580
User 300,iron maiden,359
User 300,daft punk,319
User 300,foo fighters,304
User 300,megadeth,287
User 300,evanescence,111
User 300,children of bodom,56
User 300,u2,51
User 300,nirvana,49
User 300,gorillaz,42
User 300,rise against,29
User 301,elliott smith,11325
User 301,the beatles,6581
User 301,r.e.m.,4835
User 301,david bowie,4333
User 301,massive attack,3338
User 301,interpol,2531
User 301,the smiths,1908
User 301,daft punk,1702
User 301,tegan and sara,1490
User 301,gorillaz,1456
User 302,nightwish,8661
User 302,blink-182,6917
User 302,queen,5047
User 302,ac/dc,3587
User 302,linkin park,3376
User 302,rammstein,2843
User 302,depeche mode,2453
User 302,system of a down,1567
User 302,u2,1433
User 302,the offspring,1397
User 302,coldplay,1012
User 302,rage against the machine,743
User 302,muse,414
User 303,red hot chili peppers,6193
User 303,the white stripes,4945
User 303,the doors,4880
User 303,the beatles,4531
User 303,queen,2876
User 303,pink floyd,2765
User 303,u2,2537
User 303,pixies,2196
User 303,modest mouse,2060
User 303,led zeppelin,1825
User 303,r.e.m.,1680
User 303,green day,1244
User 303,bob dylan,925
User 303,gorillaz,787
User 304,system of a down,4822
User 304,disturbed,4332
User 304,metallica,2976
User 304,red hot chili peppers,2956
User 304,iron maiden,2531
User 304,pink floyd,2460
User 304,queen,2017
User 304,megadeth,1781
User 304,pearl jam,1496
User 304,u2,1434
User 304,in flames,1388
User 304,slipknot,1185
User 304,foo fighters,1164
User 304,the rolling stones,1131
User 304,ac/dc,1078
User 304,r.e.m.,815
User 304,led zeppelin,680
User 304,ramones,590
User 304,nirvana,557
User 304,the offspring,511
User 304,nightwish,504
User 304,nine inch nails,493
User 304,the killers,471
User 304,the clash,460
User 304,the beatles,447
User 304,radiohead,416
User 304,dream theater,376
User 304,rammstein,365
User 305,death cab for cutie,19552
User 305,in flames,7286
User 305,metallica,3341
User 305,rise against,1554
User 305,system of a down,1491
User 305,coldplay,1339
User 305,the offspring,1196
User 305,blink-182,800
User 305,children of bodom,752
User 305,fall out boy,736
User 305,rammstein,695
User 305,nightwish,617
User 306,the beatles,10491
User 306,queen,6211
User 306,johnny cash,5261
User 306,the rolling stones,4117
